HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3XAOZ9UYS36HEI1KG43I4CD7PK71QA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3U84XHCDIHSA7TXOGKAZINS5K8OZ47,worker_167,Submitted,Fri May 19 19:21:20 PDT 2023,Fri May 19 19:32:06 PDT 2023,Mon May 22 19:32:06 PDT 2023,,,,646,100% (204/205),100% (166/166),100% (165/165),105_6,0,MARCO_368660,3,"The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":86,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":310,""label"":""relevant-text-span"",""startOffset"":182}]}}]",x,,"['The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement', 'Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police']"
38B7Q9C29KK6T5LV584DDDEZNVJ69R,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3FFJ6VRIL637DFQDXFZB6PZ27LT0IM,worker_266,Submitted,Sat May 20 08:00:48 PDT 2023,Sat May 20 08:01:20 PDT 2023,Tue May 23 08:01:20 PDT 2023,,,,32,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_2345384f42eeeb4759038f6d0c156d0b1da793e0,1,The internet facilitates the spread of the message 'All Lives Matter' as a response to the Black Lives Matter hashtag as well as the 'Blue Lives Matter' hashtag as a response to Beyonce's halftime performance speaking out against police brutality.,0.0,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
38B7Q9C29KK6T5LV584DDDEZNVJ69R,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3DI28L7YXFTV4Z99XFDKZFKKKHD1EW,worker_28,Submitted,Fri May 19 14:24:49 PDT 2023,Fri May 19 15:19:49 PDT 2023,Mon May 22 15:19:49 PDT 2023,,,,3300,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_2345384f42eeeb4759038f6d0c156d0b1da793e0,1,The internet facilitates the spread of the message 'All Lives Matter' as a response to the Black Lives Matter hashtag as well as the 'Blue Lives Matter' hashtag as a response to Beyonce's halftime performance speaking out against police brutality.,0.0,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":247,""label"":""relevant-text-span"",""startOffset"":132}]}}]",x,,"["" 'Blue Lives Matter' hashtag as a response to Beyonce's halftime performance speaking out against police brutality.""]"
38B7Q9C29KK6T5LV584DDDEZNVJ69R,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3KV0LJBBH70H9S03C7GIIE76XIQMRW,worker_167,Submitted,Fri May 19 19:23:25 PDT 2023,Fri May 19 19:37:10 PDT 2023,Mon May 22 19:37:10 PDT 2023,,,,825,100% (204/205),100% (166/166),100% (165/165),105_7,0,CAR_2345384f42eeeb4759038f6d0c156d0b1da793e0,1,The internet facilitates the spread of the message 'All Lives Matter' as a response to the Black Lives Matter hashtag as well as the 'Blue Lives Matter' hashtag as a response to Beyonce's halftime performance speaking out against police brutality.,0.0,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":246,""label"":""relevant-text-span"",""startOffset"":134}]}}]",x,,"[""Blue Lives Matter' hashtag as a response to Beyonce's halftime performance speaking out against police brutality""]"
382GHPVPIW66ZGS15BAOP2RZRC343N,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3W2LOLRXLGUMJ400RV3231F28D4KRY,worker_266,Submitted,Fri May 19 22:00:32 PDT 2023,Fri May 19 22:01:13 PDT 2023,Mon May 22 22:01:13 PDT 2023,,,,41,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_43e0c0e6f6f4d77836651a869bbbfb753efcd21c,3,"Following the shooting of two police officers in Ferguson and in response to BLM, the hashtag [[Blue Lives Matter|#BlueLivesMatter]] was created by supporters of the police. Following this, Blue Lives Matter became a pro-police movement in the United States. It expanded after the killings of American police officers.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":189},{""endOffset"":318,""label"":""relevant-text-span"",""startOffset"":258}]}}]",x,,"[' Blue Lives Matter became a pro-police movement in the United States', ' It expanded after the killings of American police officers.']"
382GHPVPIW66ZGS15BAOP2RZRC343N,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3483FV8BEJYYG5YQA1U0SA2CVQ026S,worker_28,Submitted,Fri May 19 20:30:01 PDT 2023,Fri May 19 20:34:53 PDT 2023,Mon May 22 20:34:53 PDT 2023,,,,292,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_43e0c0e6f6f4d77836651a869bbbfb753efcd21c,3,"Following the shooting of two police officers in Ferguson and in response to BLM, the hashtag [[Blue Lives Matter|#BlueLivesMatter]] was created by supporters of the police. Following this, Blue Lives Matter became a pro-police movement in the United States. It expanded after the killings of American police officers.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":174,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":259,""label"":""relevant-text-span"",""startOffset"":189},{""endOffset"":318,""label"":""relevant-text-span"",""startOffset"":259}]}}]",x,,"['Following the shooting of two police officers in Ferguson and in response to BLM, the hashtag [[Blue Lives Matter|#BlueLivesMatter]] was created by supporters of the police. ', ' Blue Lives Matter became a pro-police movement in the United States. ', 'It expanded after the killings of American police officers.']"
382GHPVPIW66ZGS15BAOP2RZRC343N,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,36NEMU28XKSMHOHPB1QO5DFNPX5WM9,worker_167,Submitted,Fri May 19 19:21:11 PDT 2023,Fri May 19 19:21:56 PDT 2023,Mon May 22 19:21:56 PDT 2023,,,,45,100% (204/205),100% (166/166),100% (165/165),105_7,0,CAR_43e0c0e6f6f4d77836651a869bbbfb753efcd21c,3,"Following the shooting of two police officers in Ferguson and in response to BLM, the hashtag [[Blue Lives Matter|#BlueLivesMatter]] was created by supporters of the police. Following this, Blue Lives Matter became a pro-police movement in the United States. It expanded after the killings of American police officers.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":172,""label"":""relevant-text-span"",""startOffset"":82},{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":190},{""endOffset"":317,""label"":""relevant-text-span"",""startOffset"":259}]}}]",x,,"['the hashtag [[Blue Lives Matter|#BlueLivesMatter]] was created by supporters of the police', 'Blue Lives Matter became a pro-police movement in the United States', 'It expanded after the killings of American police officers']"
3CRWSLD92OJBPVATUDUCZZ6A8UJOMW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3TUI152ZZG2K12ZE668KTW9Y3L2Q10,worker_266,Submitted,Fri May 19 22:03:07 PDT 2023,Fri May 19 22:05:51 PDT 2023,Mon May 22 22:05:51 PDT 2023,,,,164,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_5594aa99a66752ecce02511a065ddb5401afc841,3,"On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter to counter media reports that they perceived to be anti-police. Blue Lives Matter is made up of active and retired law enforcement officers. The current national spokesman for Blue Lives Matter is retired Las Vegas Metropolitan Police Department Lieutenant Randy Sutton.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":152,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":293,""label"":""relevant-text-span"",""startOffset"":217},{""endOffset"":423,""label"":""relevant-text-span"",""startOffset"":294}]}}]",x,,"['On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter', 'Blue Lives Matter is made up of active and retired law enforcement officers.', 'The current national spokesman for Blue Lives Matter is retired Las Vegas Metropolitan Police Department Lieutenant Randy Sutton.']"
3CRWSLD92OJBPVATUDUCZZ6A8UJOMW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,33M4IA01QLGS34Z7QEIRTVN44MAXRR,worker_28,Submitted,Fri May 19 19:27:53 PDT 2023,Fri May 19 19:31:48 PDT 2023,Mon May 22 19:31:48 PDT 2023,,,,235,100% (166/166),100% (166/166),100% (165/165),105_7,0,CAR_5594aa99a66752ecce02511a065ddb5401afc841,3,"On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter to counter media reports that they perceived to be anti-police. Blue Lives Matter is made up of active and retired law enforcement officers. The current national spokesman for Blue Lives Matter is retired Las Vegas Metropolitan Police Department Lieutenant Randy Sutton.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":215,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":294,""label"":""relevant-text-span"",""startOffset"":217}]}}]",x,,"['On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter to counter media reports that they perceived to be anti-police', 'Blue Lives Matter is made up of active and retired law enforcement officers. ']"
3CRWSLD92OJBPVATUDUCZZ6A8UJOMW,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,386PBUZZXKCG5MZ54Q6UGA6QNW7LJ2,worker_167,Submitted,Fri May 19 19:35:54 PDT 2023,Fri May 19 19:47:06 PDT 2023,Mon May 22 19:47:06 PDT 2023,,,,672,100% (204/205),100% (166/166),100% (165/165),105_7,0,CAR_5594aa99a66752ecce02511a065ddb5401afc841,3,"On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter to counter media reports that they perceived to be anti-police. Blue Lives Matter is made up of active and retired law enforcement officers. The current national spokesman for Blue Lives Matter is retired Las Vegas Metropolitan Police Department Lieutenant Randy Sutton.",,Tell me more about the Blue Lives Matter movement.,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":216,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":292,""label"":""relevant-text-span"",""startOffset"":217},{""endOffset"":422,""label"":""relevant-text-span"",""startOffset"":294}]}}]",x,,"['On December 20, 2014, in the wake of the killings of officers Rafael Ramos and Wenjian Liu, a group of law enforcement officers formed Blue Lives Matter to counter media reports that they perceived to be anti-police.', 'Blue Lives Matter is made up of active and retired law enforcement officers', 'The current national spokesman for Blue Lives Matter is retired Las Vegas Metropolitan Police Department Lieutenant Randy Sutton']"
