turn_id,query,passage_id,passage,answerability,predicted_response,predicted_value
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_32_1002744496-3,"If not, you will need to add more water and reduce the heat to prevent burning. Keep cooking till done.  Serve with Peppered Fish, Fried Plantains, Nigerian Moi Moi, Nigerian Salad or Coleslaw.  You can spice up this recipe by adding 2 well known vegetables to arrive at what we refer to as Mixed Vegetables Jollof Rice.  If you have any questions about cooking the best Nigerian Jollof Rice, click here to ask me.",0,"Partial answer: The passage mentions Nigerian Jollof rice, but does not explicitly state the region of its origin nor provide any information on the difference between Nigerian and Ghanaian Jollof rice. Therefore, the answer to both parts of the question is 0.",0
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_57_1935960136-11,"{'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/3\/3d\/Cook-Jollof-Rice-the-Ghanaian-Way-Step-13.jpg\/v4-460px-Cook-Jollof-Rice-the-Ghanaian-Way-Step-13.jpg','bigUrl':'\/images\/thumb\/3\/3d\/Cook-Jollof-Rice-the-Ghanaian-Way-Step-13.jpg\/aid5734884-v4-728px-Cook-Jollof-Rice-the-Ghanaian-Way-Step-13.jpg','smallWidth':460,'smallHeight':345,'bigWidth':728,'bigHeight':546,'licensing':'<div class=\'mw-parser-output\'><p>License: <a target=\'_blank\' rel=\'nofollow noreferrer noopener\' class=\'external text\' href=\'https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\'>Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>'} 2 Spoon onions onto the cooked turkey. {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/4\/4d\/Cook-Jollof-Rice-the-Ghanaian-Way-Step-14.jpg\/v4-460px-Cook-Jollof-Rice-the-Ghanaian-Way-Step-14.jpg','bigUrl':'\/images\/thumb\/4\/4d\/Cook-Jollof-Rice-the-Ghanaian-Way-Step-14.jpg\/aid5734884-v4-728px-Cook-Jollof-Rice-the-Ghanaian-Way-Step-14.jpg','smallWidth':460,'smallHeight':345,'bigWidth':728,'bigHeight':546,'licensing':'<div class=\'mw-parser-output\'><p>License: <a target=\'_blank\' rel=\'nofollow noreferrer noopener\' class=\'external text\' href=\'https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\'>Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>'} 3 Sauté the onions and turkey for 4 to 5 minutes, or until golden brown.",0,"Partial answer. The passage does not directly state whether Nigerian and Ghanaian Jollof rice are quite different, but it may imply that by providing instructions on how to cook Jollof rice the Ghanaian way. However, the passage does not provide information on the origin of Jollof rice. Therefore, the answer to the second question is 0.",0
141_2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,MARCO_02_407019929-9,"Ponzi's biographer, Mitchell Zuckoff, writes of his predecessors, Sarah Howe and William Franklin Miller. In 1880s Boston, Sarah Howe offered female investors a chance to make money in the Ladies Deposit.  She garnered half a million dollars from more than a thousand women, using some of the funds to pay off other investors and pocketing the rest.  A couple of decades later, William Franklin Miller came along and tried the scheme again to even bigger success.  He promised unheard-of returns, and when he came through on his promises, more investors poured in, handing over a million dollars in total before he was exposed [  source: Zuckoff ].  In Miller's case, the victims were so thrilled by the success of their investments that they chose to reinvest their earnings in his scheme [  source: Zuckoff ].  Clearly, Ponzi wasn't the first to implement the scheme, and he wasn't the last -- not by a long shot.  Since his stunt in 1920, many Ponzi schemes have been exposed around the world.  Some in the past few decades have been the most damaging, however.",0,1,1
141_2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,MARCO_27_1695883043-2,"Members of Stock Waves get exclusive ideas and guidance to navigate any climate. Get started today » One of the concerns I’ve seen aimed at Bitcoin is the claim that it’s a Ponzi scheme.  The argument suggests that because the Bitcoin network is continually reliant on new people buying in, that eventually it will collapse in price as new buyers are exhausted.  So, this article takes a serious look at the concern by comparing and contrasting Bitcoin to systems that have Ponzi-like characteristics, to see if the claim holds up.  The short answer is that Bitcoin does not meet the definition of a Ponzi scheme in either narrow or broad sense, but let’s dive in to see why that’s the case.  Defining a Ponzi Scheme To start with tackling the topic of Bitcoin as a Ponzi scheme, we need a definition.  Here is how the US Securities and Exchange Commission defines one: A Ponzi scheme is an investment fraud that pays existing investors with funds collected from new investors.  Ponzi scheme organizers often promise to invest your money and generate high returns with little or no risk.  But in many Ponzi schemes, the fraudsters do not invest the money.  Instead, they use it to pay those who invested earlier and may keep some for themselves.",0,1,1
141_2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,MARCO_03_475518077-3,"You can select all schemes or some schemes for comparison: Select All Schemes Tick the boxes beside “All Trustees” and “All Schemes”. All MPF schemes will then be shown in the box “Schemes selected”.  Select Some Schemes Method 1: Select from the list of schemes Tick the box beside “All Trustees” and all MPF schemes will then be shown in the box “Please select the schemes that you want to compare”.  You can click on the schemes that you want to compare.  The chosen schemes will be shown in the box “Schemes selected”.  Method 2: First select the trustee (s) and then the scheme (s) Select one or more trustees from the list of trustees, and the MPF schemes offered by the respective trustee (s) will be shown in the box “Please select the schemes that you want to compare”.  You can click on the schemes that you want to compare.  The chosen schemes will be shown in the box “Schemes selected”.  Method 3: Enter keywords of the name of scheme (s) directly Input keywords or phrase in the space provided.  A list of the schemes that matches the keywords you have entered will be shown in the box “Please select the schemes that you want to compare”.",0,1,1
141_2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,KILT_59601191-1,"Adele Spitzeder  Adelheid Luise 'Adele' Spitzeder (; 9 November 1832 – 27 or 28 October 1895), also known by her stage name Adele Vio, was a German actress, folk singer, and confidence trickster.  Initially a promising young actress, Spitzeder became a well-known private banker in 19th-century Munich when her theatrical success dwindled.  Running what was possibly the first recorded Ponzi scheme, she offered large returns on investments by continually using the money of new investors to pay back the previous ones.  At the height of her success, Spitzeder was estimated to be the wealthiest woman in Bavaria.   Opening her bank in 1869, Spitzeder managed to fend off attempts to discredit her for a few years before authorities were able to bring her to trial in 1872.  Because Ponzi schemes were not yet illegal, she was convicted instead of bad accounting and mishandling customers' money and sentenced to three years in prison.  Her bank was closed and 32,000 people lost 38 million gulden, the equivalent of almost 400 million euros in 2017 money, causing a wave of suicides.  Her personal fortune in art and cash was stripped from her.   After her release from prison in 1876, Spitzeder was no longer employable and left Germany, but she returned in 1878 to publish her memoir.",0,0,0
141_2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,MARCO_50_888083362-5,"Learn More Related Answer Frank Moyer , Entrepreneur (2004-present) Answered 1 year ago · Author has 334 answers and 123.8K answer views Is Herbalife a pyramid scheme and should I work there?  Ok so here again we have folks giving out false information and mixing pyramids schemes and ponzi schemes up.  Here is the simple version….  A ponzi is basically when you a person asks you to invest a certain amount of money and promise to turn that money into a much higher return usually under false pretenses.  HERE is what it says on the SEC (securities and Exchange Commision)  A Ponzi scheme is an investment fraud that involves the payment of purported returns to existing investors from funds contributed by new investors.  Ponzi scheme organizers often solicit new investors by promising to invest Continue Reading Ok so here again we have folks giving out false information and mixing pyramids schemes and ponzi schemes up.  Here is the simple version….  A ponzi is basically when you a person asks you to invest a certain amount of money and promise to turn that money into a much higher return usually under false pretenses.  HERE is what it says on the SEC (securities and Exchange Commision)  A Ponzi scheme is an investment fraud that involves the payment of purported returns to existing investors from funds contributed by new investors.",0,0,0
142_3-3,Tell me more about the tango.,KILT_14527281-1,"Tango (Martins)  Tango is a ballet made by New York City Ballet balletmaster Peter Martins to Stravinsky's Tango (1940) arranged 1953 by the composer.  The premiere took place September 14, 1983 at Tivoli Concert Hall, Copenhagen; the NYCB premiere was in February, 1984.   Section::::Original cast.   BULLET::::- Heather Watts  BULLET::::- Bart Cook  Section::::Reviews.   BULLET::::- NY Times review by Anna Kisselgoff, February 6, 1984  Section::::External links.   BULLET::::- NYCB website",0,0,0
142_3-3,Tell me more about the tango.,KILT_27006148-1,"Tango 3.0  Tango 3.0 is the third album by the electronic band Gotan Project.  It was released in 2010 on XL Recordings.   Section::::Track listing.   BULLET::::1.  'Tango Square' – 3:46  BULLET::::2.  'Rayuela' – 4:27  BULLET::::3.  'Desilusión' – 4:24  BULLET::::4.  'Peligro' – 3:57  BULLET::::5.  'La Gloria' – 3:47  BULLET::::6.  'Mil Millones' – 5:49  BULLET::::7.  'Tu Misterio' – 3:21 (featuring Daniel Melingo)  BULLET::::8.  'De Hombre a Hombre' – 3:25  BULLET::::9.  'El Mensajero' – 2:35  BULLET::::10.  'Panamericana' – 4:33  BULLET::::11.  'Érase Una Vez' – 4:20  Section::::Personnel (from the deluxe edition).   BULLET::::- Philippe Cohen Solal - electric guitar, bass, keyboards, whistle, dub FX  BULLET::::- Eduardo Makaroff - acoustic and electric guitar  BULLET::::- Christoph H. Müller - bass, keyboards, tenori-on, vocoders, programming, dub FX  BULLET::::- Cristina Vilallonga - vocals  Section::::Personnel (from the deluxe edition).:Additional personnel.   BULLET::::- Gustavo Beytelmann - piano.   BULLET::::- Nini Flores - bandoneon.   BULLET::::- Rodrigo Guerra - musical saw, mandolin.   BULLET::::- Dr. John - Hammond B3 organ (on 'Tango Square').   BULLET::::- Line Kruse - violin.",0,0,0
142_3-3,Tell me more about the tango.,MARCO_31_1026266746-2,"This version was developed in England before WWII, mainly as a result of the work of Monsieur Pierre, a French dance teacher who lived in London. The Tango is now danced in international competitions to a style first set out in English ballroom texts and regulations.  Other sources Thompson, Robert Farris 2005.  Tango: the art history of love.  Knopf, New York.  Template-specific style sheet: ISBN 978-1400095797.  Thomson is Professor of Art at Yale University.  He started his career with an article on Afro-Cuban dance and music published in 1958, and has devoted his life to the art history of the Afro-Atlantic world.  Collier, Simon and Artemis Cooper 2007.  Â ¡Tango!:  the dance, the song, the story.  Thames & Hudson, London.  Template-specific style sheet: ISBN 978-0500279793 Denniston, Christine 2007.  The meaning of tango: the story of the Argentinian dance.  Anova.  Template-specific style sheet: ISBN 978-1906032166 Other websites Basic figures in the International version of the tango.  The demonstrators are Marcus and Karen Hilton, nine times World Professional Ballroom Champions.  [  1] Basic tango demo by Mirko and Alessia.  [",0,0,0
